Name,Value,Type,Offset,Range,Set,Binding,Descriptor Type,Buffer
global_shader_uniforms.data[831],"[0.00, 0.00, 0.00, 0.00]",vec4f,13296,,,,,
global_shader_uniforms.data[832],"[0.00, 0.00, 0.00, 0.00]",vec4f,13312,,,,,
global_shader_uniforms.data[833],"[0.00, 0.00, 0.00, 0.00]",vec4f,13328,,,,,
global_shader_uniforms.data[834],"[0.00, 0.00, 0.00, 0.00]",vec4f,13344,,,,,
global_shader_uniforms.data[835],"[0.00, 0.00, 0.00, 0.00]",vec4f,13360,,,,,
global_shader_uniforms.data[836],"[0.00, 0.00, 0.00, 0.00]",vec4f,13376,,,,,
global_shader_uniforms.data[837],"[0.00, 0.00, 0.00, 0.00]",vec4f,13392,,,,,
global_shader_uniforms.data[838],"[0.00, 0.00, 0.00, 0.00]",vec4f,13408,,,,,
global_shader_uniforms.data[839],"[0.00, 0.00, 0.00, 0.00]",vec4f,13424,,,,,
global_shader_uniforms.data[840],"[0.00, 0.00, 0.00, 0.00]",vec4f,13440,,,,,
global_shader_uniforms.data[841],"[0.00, 0.00, 0.00, 0.00]",vec4f,13456,,,,,
global_shader_uniforms.data[842],"[0.00, 0.00, 0.00, 0.00]",vec4f,13472,,,,,
global_shader_uniforms.data[843],"[0.00, 0.00, 0.00, 0.00]",vec4f,13488,,,,,
global_shader_uniforms.data[844],"[0.00, 0.00, 0.00, 0.00]",vec4f,13504,,,,,
global_shader_uniforms.data[845],"[0.00, 0.00, 0.00, 0.00]",vec4f,13520,,,,,
global_shader_uniforms.data[846],"[0.00, 0.00, 0.00, 0.00]",vec4f,13536,,,,,
global_shader_uniforms.data[847],"[0.00, 0.00, 0.00, 0.00]",vec4f,13552,,,,,
global_shader_uniforms.data[848],"[0.00, 0.00, 0.00, 0.00]",vec4f,13568,,,,,
global_shader_uniforms.data[849],"[0.00, 0.00, 0.00, 0.00]",vec4f,13584,,,,,
global_shader_uniforms.data[850],"[0.00, 0.00, 0.00, 0.00]",vec4f,13600,,,,,
global_shader_uniforms.data[851],"[0.00, 0.00, 0.00, 0.00]",vec4f,13616,,,,,
global_shader_uniforms.data[852],"[0.00, 0.00, 0.00, 0.00]",vec4f,13632,,,,,
global_shader_uniforms.data[853],"[0.00, 0.00, 0.00, 0.00]",vec4f,13648,,,,,
global_shader_uniforms.data[854],"[0.00, 0.00, 0.00, 0.00]",vec4f,13664,,,,,
global_shader_uniforms.data[855],"[0.00, 0.00, 0.00, 0.00]",vec4f,13680,,,,,
global_shader_uniforms.data[856],"[0.00, 0.00, 0.00, 0.00]",vec4f,13696,,,,,
global_shader_uniforms.data[857],"[0.00, 0.00, 0.00, 0.00]",vec4f,13712,,,,,
global_shader_uniforms.data[858],"[0.00, 0.00, 0.00, 0.00]",vec4f,13728,,,,,
global_shader_uniforms.data[859],"[0.00, 0.00, 0.00, 0.00]",vec4f,13744,,,,,
global_shader_uniforms.data[860],"[0.00, 0.00, 0.00, 0.00]",vec4f,13760,,,,,
global_shader_uniforms.data[861],"[0.00, 0.00, 0.00, 0.00]",vec4f,13776,,,,,
global_shader_uniforms.data[862],"[0.00, 0.00, 0.00, 0.00]",vec4f,13792,,,,,
global_shader_uniforms.data[863],"[0.00, 0.00, 0.00, 0.00]",vec4f,13808,,,,,
global_shader_uniforms.data[864],"[0.00, 0.00, 0.00, 0.00]",vec4f,13824,,,,,
global_shader_uniforms.data[865],"[0.00, 0.00, 0.00, 0.00]",vec4f,13840,,,,,
global_shader_uniforms.data[866],"[0.00, 0.00, 0.00, 0.00]",vec4f,13856,,,,,
global_shader_uniforms.data[867],"[0.00, 0.00, 0.00, 0.00]",vec4f,13872,,,,,
global_shader_uniforms.data[868],"[0.00, 0.00, 0.00, 0.00]",vec4f,13888,,,,,
global_shader_uniforms.data[869],"[0.00, 0.00, 0.00, 0.00]",vec4f,13904,,,,,
global_shader_uniforms.data[870],"[0.00, 0.00, 0.00, 0.00]",vec4f,13920,,,,,
global_shader_uniforms.data[871],"[0.00, 0.00, 0.00, 0.00]",vec4f,13936,,,,,
global_shader_uniforms.data[872],"[0.00, 0.00, 0.00, 0.00]",vec4f,13952,,,,,
global_shader_uniforms.data[873],"[0.00, 0.00, 0.00, 0.00]",vec4f,13968,,,,,
global_shader_uniforms.data[874],"[0.00, 0.00, 0.00, 0.00]",vec4f,13984,,,,,
global_shader_uniforms.data[875],"[0.00, 0.00, 0.00, 0.00]",vec4f,14000,,,,,
global_shader_uniforms.data[876],"[0.00, 0.00, 0.00, 0.00]",vec4f,14016,,,,,
global_shader_uniforms.data[877],"[0.00, 0.00, 0.00, 0.00]",vec4f,14032,,,,,
global_shader_uniforms.data[878],"[0.00, 0.00, 0.00, 0.00]",vec4f,14048,,,,,
global_shader_uniforms.data[879],"[0.00, 0.00, 0.00, 0.00]",vec4f,14064,,,,,
global_shader_uniforms.data[880],"[0.00, 0.00, 0.00, 0.00]",vec4f,14080,,,,,
global_shader_uniforms.data[881],"[0.00, 0.00, 0.00, 0.00]",vec4f,14096,,,,,
global_shader_uniforms.data[882],"[0.00, 0.00, 0.00, 0.00]",vec4f,14112,,,,,
global_shader_uniforms.data[883],"[0.00, 0.00, 0.00, 0.00]",vec4f,14128,,,,,
global_shader_uniforms.data[884],"[0.00, 0.00, 0.00, 0.00]",vec4f,14144,,,,,
global_shader_uniforms.data[885],"[0.00, 0.00, 0.00, 0.00]",vec4f,14160,,,,,
global_shader_uniforms.data[886],"[0.00, 0.00, 0.00, 0.00]",vec4f,14176,,,,,
global_shader_uniforms.data[887],"[0.00, 0.00, 0.00, 0.00]",vec4f,14192,,,,,
global_shader_uniforms.data[888],"[0.00, 0.00, 0.00, 0.00]",vec4f,14208,,,,,
global_shader_uniforms.data[889],"[0.00, 0.00, 0.00, 0.00]",vec4f,14224,,,,,
global_shader_uniforms.data[890],"[0.00, 0.00, 0.00, 0.00]",vec4f,14240,,,,,
global_shader_uniforms.data[891],"[0.00, 0.00, 0.00, 0.00]",vec4f,14256,,,,,
global_shader_uniforms.data[892],"[0.00, 0.00, 0.00, 0.00]",vec4f,14272,,,,,
global_shader_uniforms.data[893],"[0.00, 0.00, 0.00, 0.00]",vec4f,14288,,,,,
global_shader_uniforms.data[894],"[0.00, 0.00, 0.00, 0.00]",vec4f,14304,,,,,
global_shader_uniforms.data[895],"[0.00, 0.00, 0.00, 0.00]",vec4f,14320,,,,,
global_shader_uniforms.data[896],"[0.00, 0.00, 0.00, 0.00]",vec4f,14336,,,,,
global_shader_uniforms.data[897],"[0.00, 0.00, 0.00, 0.00]",vec4f,14352,,,,,
global_shader_uniforms.data[898],"[0.00, 0.00, 0.00, 0.00]",vec4f,14368,,,,,
global_shader_uniforms.data[899],"[0.00, 0.00, 0.00, 0.00]",vec4f,14384,,,,,
global_shader_uniforms.data[900],"[0.00, 0.00, 0.00, 0.00]",vec4f,14400,,,,,
global_shader_uniforms.data[901],"[0.00, 0.00, 0.00, 0.00]",vec4f,14416,,,,,
global_shader_uniforms.data[902],"[0.00, 0.00, 0.00, 0.00]",vec4f,14432,,,,,
global_shader_uniforms.data[903],"[0.00, 0.00, 0.00, 0.00]",vec4f,14448,,,,,
global_shader_uniforms.data[904],"[0.00, 0.00, 0.00, 0.00]",vec4f,14464,,,,,
global_shader_uniforms.data[905],"[0.00, 0.00, 0.00, 0.00]",vec4f,14480,,,,,
global_shader_uniforms.data[906],"[0.00, 0.00, 0.00, 0.00]",vec4f,14496,,,,,
global_shader_uniforms.data[907],"[0.00, 0.00, 0.00, 0.00]",vec4f,14512,,,,,
global_shader_uniforms.data[908],"[0.00, 0.00, 0.00, 0.00]",vec4f,14528,,,,,
global_shader_uniforms.data[909],"[0.00, 0.00, 0.00, 0.00]",vec4f,14544,,,,,
global_shader_uniforms.data[910],"[0.00, 0.00, 0.00, 0.00]",vec4f,14560,,,,,
global_shader_uniforms.data[911],"[0.00, 0.00, 0.00, 0.00]",vec4f,14576,,,,,
global_shader_uniforms.data[912],"[0.00, 0.00, 0.00, 0.00]",vec4f,14592,,,,,
global_shader_uniforms.data[913],"[0.00, 0.00, 0.00, 0.00]",vec4f,14608,,,,,
global_shader_uniforms.data[914],"[0.00, 0.00, 0.00, 0.00]",vec4f,14624,,,,,
global_shader_uniforms.data[915],"[0.00, 0.00, 0.00, 0.00]",vec4f,14640,,,,,
global_shader_uniforms.data[916],"[0.00, 0.00, 0.00, 0.00]",vec4f,14656,,,,,
global_shader_uniforms.data[917],"[0.00, 0.00, 0.00, 0.00]",vec4f,14672,,,,,
global_shader_uniforms.data[918],"[0.00, 0.00, 0.00, 0.00]",vec4f,14688,,,,,
global_shader_uniforms.data[919],"[0.00, 0.00, 0.00, 0.00]",vec4f,14704,,,,,
global_shader_uniforms.data[920],"[0.00, 0.00, 0.00, 0.00]",vec4f,14720,,,,,
global_shader_uniforms.data[921],"[0.00, 0.00, 0.00, 0.00]",vec4f,14736,,,,,
global_shader_uniforms.data[922],"[0.00, 0.00, 0.00, 0.00]",vec4f,14752,,,,,
global_shader_uniforms.data[923],"[0.00, 0.00, 0.00, 0.00]",vec4f,14768,,,,,
global_shader_uniforms.data[924],"[0.00, 0.00, 0.00, 0.00]",vec4f,14784,,,,,
global_shader_uniforms.data[925],"[0.00, 0.00, 0.00, 0.00]",vec4f,14800,,,,,
global_shader_uniforms.data[926],"[0.00, 0.00, 0.00, 0.00]",vec4f,14816,,,,,
global_shader_uniforms.data[927],"[0.00, 0.00, 0.00, 0.00]",vec4f,14832,,,,,
global_shader_uniforms.data[928],"[0.00, 0.00, 0.00, 0.00]",vec4f,14848,,,,,
global_shader_uniforms.data[929],"[0.00, 0.00, 0.00, 0.00]",vec4f,14864,,,,,
global_shader_uniforms.data[930],"[0.00, 0.00, 0.00, 0.00]",vec4f,14880,,,,,
global_shader_uniforms.data[931],"[0.00, 0.00, 0.00, 0.00]",vec4f,14896,,,,,
global_shader_uniforms.data[932],"[0.00, 0.00, 0.00, 0.00]",vec4f,14912,,,,,
global_shader_uniforms.data[933],"[0.00, 0.00, 0.00, 0.00]",vec4f,14928,,,,,
global_shader_uniforms.data[934],"[0.00, 0.00, 0.00, 0.00]",vec4f,14944,,,,,
global_shader_uniforms.data[935],"[0.00, 0.00, 0.00, 0.00]",vec4f,14960,,,,,
global_shader_uniforms.data[936],"[0.00, 0.00, 0.00, 0.00]",vec4f,14976,,,,,
global_shader_uniforms.data[937],"[0.00, 0.00, 0.00, 0.00]",vec4f,14992,,,,,
global_shader_uniforms.data[938],"[0.00, 0.00, 0.00, 0.00]",vec4f,15008,,,,,
global_shader_uniforms.data[939],"[0.00, 0.00, 0.00, 0.00]",vec4f,15024,,,,,
global_shader_uniforms.data[940],"[0.00, 0.00, 0.00, 0.00]",vec4f,15040,,,,,
global_shader_uniforms.data[941],"[0.00, 0.00, 0.00, 0.00]",vec4f,15056,,,,,
global_shader_uniforms.data[942],"[0.00, 0.00, 0.00, 0.00]",vec4f,15072,,,,,
global_shader_uniforms.data[943],"[0.00, 0.00, 0.00, 0.00]",vec4f,15088,,,,,
global_shader_uniforms.data[944],"[0.00, 0.00, 0.00, 0.00]",vec4f,15104,,,,,
global_shader_uniforms.data[945],"[0.00, 0.00, 0.00, 0.00]",vec4f,15120,,,,,
global_shader_uniforms.data[946],"[0.00, 0.00, 0.00, 0.00]",vec4f,15136,,,,,
global_shader_uniforms.data[947],"[0.00, 0.00, 0.00, 0.00]",vec4f,15152,,,,,
global_shader_uniforms.data[948],"[0.00, 0.00, 0.00, 0.00]",vec4f,15168,,,,,
global_shader_uniforms.data[949],"[0.00, 0.00, 0.00, 0.00]",vec4f,15184,,,,,
global_shader_uniforms.data[950],"[0.00, 0.00, 0.00, 0.00]",vec4f,15200,,,,,
global_shader_uniforms.data[951],"[0.00, 0.00, 0.00, 0.00]",vec4f,15216,,,,,
global_shader_uniforms.data[952],"[0.00, 0.00, 0.00, 0.00]",vec4f,15232,,,,,
global_shader_uniforms.data[953],"[0.00, 0.00, 0.00, 0.00]",vec4f,15248,,,,,
global_shader_uniforms.data[954],"[0.00, 0.00, 0.00, 0.00]",vec4f,15264,,,,,
global_shader_uniforms.data[955],"[0.00, 0.00, 0.00, 0.00]",vec4f,15280,,,,,
global_shader_uniforms.data[956],"[0.00, 0.00, 0.00, 0.00]",vec4f,15296,,,,,
global_shader_uniforms.data[957],"[0.00, 0.00, 0.00, 0.00]",vec4f,15312,,,,,
global_shader_uniforms.data[958],"[0.00, 0.00, 0.00, 0.00]",vec4f,15328,,,,,
global_shader_uniforms.data[959],"[0.00, 0.00, 0.00, 0.00]",vec4f,15344,,,,,
global_shader_uniforms.data[960],"[0.00, 0.00, 0.00, 0.00]",vec4f,15360,,,,,
global_shader_uniforms.data[961],"[0.00, 0.00, 0.00, 0.00]",vec4f,15376,,,,,
global_shader_uniforms.data[962],"[0.00, 0.00, 0.00, 0.00]",vec4f,15392,,,,,
global_shader_uniforms.data[963],"[0.00, 0.00, 0.00, 0.00]",vec4f,15408,,,,,
global_shader_uniforms.data[964],"[0.00, 0.00, 0.00, 0.00]",vec4f,15424,,,,,
global_shader_uniforms.data[965],"[0.00, 0.00, 0.00, 0.00]",vec4f,15440,,,,,
global_shader_uniforms.data[966],"[0.00, 0.00, 0.00, 0.00]",vec4f,15456,,,,,
global_shader_uniforms.data[967],"[0.00, 0.00, 0.00, 0.00]",vec4f,15472,,,,,
global_shader_uniforms.data[968],"[0.00, 0.00, 0.00, 0.00]",vec4f,15488,,,,,
global_shader_uniforms.data[969],"[0.00, 0.00, 0.00, 0.00]",vec4f,15504,,,,,
global_shader_uniforms.data[970],"[0.00, 0.00, 0.00, 0.00]",vec4f,15520,,,,,
global_shader_uniforms.data[971],"[0.00, 0.00, 0.00, 0.00]",vec4f,15536,,,,,
global_shader_uniforms.data[972],"[0.00, 0.00, 0.00, 0.00]",vec4f,15552,,,,,
global_shader_uniforms.data[973],"[0.00, 0.00, 0.00, 0.00]",vec4f,15568,,,,,
global_shader_uniforms.data[974],"[0.00, 0.00, 0.00, 0.00]",vec4f,15584,,,,,
global_shader_uniforms.data[975],"[0.00, 0.00, 0.00, 0.00]",vec4f,15600,,,,,
global_shader_uniforms.data[976],"[0.00, 0.00, 0.00, 0.00]",vec4f,15616,,,,,
global_shader_uniforms.data[977],"[0.00, 0.00, 0.00, 0.00]",vec4f,15632,,,,,
global_shader_uniforms.data[978],"[0.00, 0.00, 0.00, 0.00]",vec4f,15648,,,,,
global_shader_uniforms.data[979],"[0.00, 0.00, 0.00, 0.00]",vec4f,15664,,,,,
global_shader_uniforms.data[980],"[0.00, 0.00, 0.00, 0.00]",vec4f,15680,,,,,
global_shader_uniforms.data[981],"[0.00, 0.00, 0.00, 0.00]",vec4f,15696,,,,,
global_shader_uniforms.data[982],"[0.00, 0.00, 0.00, 0.00]",vec4f,15712,,,,,
global_shader_uniforms.data[983],"[0.00, 0.00, 0.00, 0.00]",vec4f,15728,,,,,
global_shader_uniforms.data[984],"[0.00, 0.00, 0.00, 0.00]",vec4f,15744,,,,,
global_shader_uniforms.data[985],"[0.00, 0.00, 0.00, 0.00]",vec4f,15760,,,,,
global_shader_uniforms.data[986],"[0.00, 0.00, 0.00, 0.00]",vec4f,15776,,,,,
global_shader_uniforms.data[987],"[0.00, 0.00, 0.00, 0.00]",vec4f,15792,,,,,
global_shader_uniforms.data[988],"[0.00, 0.00, 0.00, 0.00]",vec4f,15808,,,,,
global_shader_uniforms.data[989],"[0.00, 0.00, 0.00, 0.00]",vec4f,15824,,,,,
global_shader_uniforms.data[990],"[0.00, 0.00, 0.00, 0.00]",vec4f,15840,,,,,
global_shader_uniforms.data[991],"[0.00, 0.00, 0.00, 0.00]",vec4f,15856,,,,,
global_shader_uniforms.data[992],"[0.00, 0.00, 0.00, 0.00]",vec4f,15872,,,,,
global_shader_uniforms.data[993],"[0.00, 0.00, 0.00, 0.00]",vec4f,15888,,,,,
global_shader_uniforms.data[994],"[0.00, 0.00, 0.00, 0.00]",vec4f,15904,,,,,
global_shader_uniforms.data[995],"[0.00, 0.00, 0.00, 0.00]",vec4f,15920,,,,,
global_shader_uniforms.data[996],"[0.00, 0.00, 0.00, 0.00]",vec4f,15936,,,,,
global_shader_uniforms.data[997],"[0.00, 0.00, 0.00, 0.00]",vec4f,15952,,,,,
global_shader_uniforms.data[...],[...],vec4f,15968,,,,,
global_shader_uniforms.data[65535],"[0.00, 0.00, 0.00, 0.00]",vec4f,1048560,,,,,
material,[...],struct MaterialUniforms*,0,176,1,0,UNIFORM_BUFFER,0x000001f54fce52b0 @ 0 B
material.m_MAX_STEPS,1000,int32,0,,,,,
material.m_MAX_STEP_SIZE,0.10,float,4,,,,,
material.m_CAMERA_POSITION,"[0.00, 0.00, 1.00]",vec3f,16,,,,,
material.m_INVERSE_VIEW_MATRIX,[...],mat4x4f,32,,,,,
C0,"[1.00, 0.00, 0.00, 0.00]",vec4f,32,,,,,
C1,"[0.00, 1.00, 0.00, 0.00]",vec4f,48,,,,,
C2,"[0.00, 0.00, 1.00, 0.00]",vec4f,64,,,,,
C3,"[0.00, 0.00, -1.00, 1.00]",vec4f,80,,,,,
material.m_INVERSE_CAMERA_PROJECTION,[...],mat4x4f,96,,,,,
C0,"[1.36, 0.00, -0.00, 0.00]",vec4f,96,,,,,
C1,"[0.00, 0.77, -0.00, 0.00]",vec4f,112,,,,,
C2,"[0.00, 0.00, -0.00, -10.00]",vec4f,128,,,,,
C3,"[0.00, 0.00, -1.00, 10.00]",vec4f,144,,,,,
material.m_test_distance,1.00,float,160,,,,,
material.m_alpha,1.00,float,164,,,,,
transforms,[...],struct Transforms*,0,16,2,0,STORAGE_BUFFER,0x000001f5411c37c0 @ 0 B
transforms.data,"[0.00, 0.00, 0.00, 0.00]",vec4f,0,,,,,
instances,[...],struct DrawData*,0,2097152,3,4,STORAGE_BUFFER,0x000001f541747ef0 @ 0 B
instances.data,[...],struct InstanceData,0,,,,,
instances.data[0],[...],struct InstanceData,0,,,,,
instances.data.world_x,"[1.00, 0.00]",vec2f,0,,,,,
instances.data.world_y,"[0.00, 1.00]",vec2f,8,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,16,,,,,
instances.data.flags,0,uint32,24,,,,,
instances.data.instance_uniforms_ofs,4294967295,uint32,28,,,,,
instances.data.modulation,"[1.00, 1.00, 1.00, 1.00]",vec4f,32,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,48,,,,,
instances.data.dst_rect,"[0.00, 0.00, 1152.00, 648.00]",vec4f,64,,,,,
instances.data.src_rect,"[0.00, 0.00, 1.00, 1.00]",vec4f,80,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,96,,,,,
instances.data.color_texture_pixel_size,"[1.00, 1.00]",vec2f,104,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,112,,,,,
instances.data[1],[...],struct InstanceData,128,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,128,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,136,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,144,,,,,
instances.data.flags,0,uint32,152,,,,,
instances.data.instance_uniforms_ofs,0,uint32,156,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,160,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,176,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,192,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,208,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,224,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,232,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,240,,,,,
instances.data[2],[...],struct InstanceData,256,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,256,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,264,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,272,,,,,
instances.data.flags,0,uint32,280,,,,,
instances.data.instance_uniforms_ofs,0,uint32,284,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,288,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,304,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,320,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,336,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,352,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,360,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,368,,,,,
instances.data[3],[...],struct InstanceData,384,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,384,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,392,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,400,,,,,
instances.data.flags,0,uint32,408,,,,,
instances.data.instance_uniforms_ofs,0,uint32,412,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,416,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,432,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,448,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,464,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,480,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,488,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,496,,,,,
instances.data[4],[...],struct InstanceData,512,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,512,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,520,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,528,,,,,
instances.data.flags,0,uint32,536,,,,,
instances.data.instance_uniforms_ofs,0,uint32,540,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,544,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,560,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,576,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,592,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,608,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,616,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,624,,,,,
instances.data[5],[...],struct InstanceData,640,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,640,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,648,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,656,,,,,
instances.data.flags,0,uint32,664,,,,,
instances.data.instance_uniforms_ofs,0,uint32,668,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,672,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,688,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,704,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,720,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,736,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,744,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,752,,,,,
instances.data[6],[...],struct InstanceData,768,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,768,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,776,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,784,,,,,
instances.data.flags,0,uint32,792,,,,,
instances.data.instance_uniforms_ofs,0,uint32,796,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,800,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,816,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,832,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,848,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,864,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,872,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,880,,,,,
instances.data[7],[...],struct InstanceData,896,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,896,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,904,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,912,,,,,
instances.data.flags,0,uint32,920,,,,,
instances.data.instance_uniforms_ofs,0,uint32,924,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,928,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,944,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,960,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,976,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,992,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,1000,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,1008,,,,,
instances.data[8],[...],struct InstanceData,1024,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,1024,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,1032,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,1040,,,,,
instances.data.flags,0,uint32,1048,,,,,
instances.data.instance_uniforms_ofs,0,uint32,1052,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,1056,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,1072,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,1088,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,1104,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,1120,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,1128,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,1136,,,,,
instances.data[9],[...],struct InstanceData,1152,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,1152,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,1160,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,1168,,,,,
instances.data.flags,0,uint32,1176,,,,,
instances.data.instance_uniforms_ofs,0,uint32,1180,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,1184,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,1200,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,1216,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,1232,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,1248,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,1256,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,1264,,,,,
instances.data[10],[...],struct InstanceData,1280,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,1280,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,1288,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,1296,,,,,
instances.data.flags,0,uint32,1304,,,,,
instances.data.instance_uniforms_ofs,0,uint32,1308,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,1312,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,1328,,,,,
